"","Term","ProbAbstract","ProbConcrete","Classification","Jitter"
"melons","melons",0.0280835537662172,0.971916446233783,"concrete",0.87295
"balloon","balloon",0.0281696418458114,0.971830358154189,"concrete",0.87903
"girth","girth",0.0281960853829495,0.971803914617051,"concrete",0.70468
"nearer","nearer",0.0281968019141392,0.971803198085861,"concrete",0.68518
"writ","writ",0.0282214970991723,0.971778502900828,"concrete",0.83373
"skates","skates",0.0282861682060415,0.971713831793958,"concrete",0.70917
"flippant","flippant",0.0284968414972449,0.971503158502755,"concrete",0.5941
"booming","booming",0.0285558602893843,0.971444139710616,"concrete",0.07559
"saw","saw",0.0285644014997302,0.97143559850027,"concrete",0.28173
"ox","ox",0.0286074406699704,0.97139255933003,"concrete",0.3001
"stag","stag",0.0286442361253932,0.971355763874607,"concrete",0.21318
"canopy","canopy",0.0286774519863357,0.971322548013664,"concrete",0.61074
"jolt","jolt",0.0286827020670548,0.971317297932945,"concrete",0.51872
"concurrence","concurrence",0.0287494029657992,0.971250597034201,"concrete",0.67688
"hark","hark",0.0287733786078753,0.971226621392125,"concrete",0.31543
"wrung","wrung",0.0287887298149883,0.971211270185012,"concrete",0.79421
"gan","gan",0.0288498934611841,0.971150106538816,"concrete",0.54439
"sailing","sailing",0.0288656689194206,0.971134331080579,"concrete",0.19043
"fourths","fourths",0.0288798444342806,0.97112015556572,"concrete",0.10537
"nails","nails",0.028971626829168,0.971028373170832,"concrete",0.32242
"pool","pool",0.0289888044739196,0.971011195526081,"concrete",0.70747
"records","records",0.0290177569042836,0.970982243095716,"concrete",0.54599
"stool","stool",0.0290440701844599,0.97095592981554,"concrete",0.14361
"heaving","heaving",0.0290771258140941,0.970922874185906,"concrete",0.60382
"gorges","gorges",0.0291165493103183,0.970883450689682,"concrete",0.90844
"deliverance","deliverance",0.0291191681176292,0.970880831882371,"concrete",0.18744
"starting","starting",0.0292245668878523,0.970775433112148,"concrete",0.54732
"suns","suns",0.0292855960505333,0.970714403949467,"concrete",0.17304
"tee","tee",0.0293768781400743,0.970623121859926,"concrete",0.64008
"volition","volition",0.0294877779683836,0.970512222031617,"concrete",0.68016
"diameter","diameter",0.0294914099309843,0.970508590069016,"concrete",0.06686
"path","path",0.02949486714126,0.97050513285874,"concrete",0.29205
"crowning","crowning",0.0295622960878079,0.970437703912192,"concrete",0.99675
"drinks","drinks",0.0296086329033678,0.970391367096632,"concrete",0.13509
"controversy","controversy",0.0296534283413972,0.970346571658603,"concrete",0.98594
"midday","midday",0.0296848708135271,0.970315129186473,"concrete",0.36315
"enigma","enigma",0.029757940348566,0.970242059651434,"concrete",0.22095
"downward","downward",0.0297832635330025,0.970216736466998,"concrete",0.4077
"swoop","swoop",0.0298262930416567,0.970173706958343,"concrete",0.8621
"vistas","vistas",0.0298900129357533,0.970109987064247,"concrete",0.00211
"locomotion","locomotion",0.0299046202738573,0.970095379726143,"concrete",0.49162
"hysterics","hysterics",0.0299821570081749,0.970017842991825,"concrete",0.25292
"scarlet","scarlet",0.0301074436657326,0.969892556334267,"concrete",0.28914
"eyed","eyed",0.0301290951567909,0.969870904843209,"concrete",0.15076
"tiles","tiles",0.0301670402881849,0.969832959711815,"concrete",0.98308
"riddle","riddle",0.0303254944773201,0.96967450552268,"concrete",0.59938
"glow","glow",0.0305217871729112,0.969478212827089,"concrete",0.24609
"falcon","falcon",0.0305601767046276,0.969439823295372,"concrete",0.01366
"focus","focus",0.0306473019198941,0.969352698080106,"concrete",0.47373
"ni","ni",0.0307062207033335,0.969293779296666,"concrete",0.97079
"actresses","actresses",0.0307095218617129,0.969290478138287,"concrete",0.74585
"glimmering","glimmering",0.0307713413518243,0.969228658648176,"concrete",0.94316
"needle","needle",0.0308901589210456,0.969109841078954,"concrete",0.99087
"twa","twa",0.0309379467671333,0.969062053232867,"concrete",0.36527
"dish","dish",0.0310096387544114,0.968990361245589,"concrete",0.78967
"halves","halves",0.0310251688346066,0.968974831165393,"concrete",0.85747
"sank","sank",0.0311191752247931,0.968880824775207,"concrete",0.65074
"veins","veins",0.031176861881788,0.968823138118212,"concrete",0.41485
"marbles","marbles",0.0312268416264515,0.968773158373548,"concrete",0.53213
"outlaw","outlaw",0.0312898722334966,0.968710127766503,"concrete",0.07403
"sash","sash",0.0313504280196881,0.968649571980312,"concrete",0.3074
"neighbor","neighbor",0.0314076964930778,0.968592303506922,"concrete",0.62922
"changing","changing",0.0315126836731275,0.968487316326873,"concrete",0.93938
"warehouse","warehouse",0.0315198439101616,0.968480156089839,"concrete",0.14906
"upshot","upshot",0.0315877559899829,0.968412244010017,"concrete",0.31309
"protecting","protecting",0.0315885939808937,0.968411406019106,"concrete",0.6401
"slab","slab",0.0316763284439957,0.968323671556004,"concrete",0.11535
"paces","paces",0.0316796688156201,0.96832033118438,"concrete",0.70707
"shark","shark",0.0316878072892594,0.968312192710741,"concrete",0.65089
"father","father",0.0319373676694198,0.96806263233058,"concrete",0.35714
"serenade","serenade",0.0319457012524043,0.968054298747596,"concrete",0.11442
"recipe","recipe",0.0319621783903642,0.968037821609636,"concrete",0.60739
"lids","lids",0.0319770646778889,0.968022935322111,"concrete",0.59357
"price","price",0.0320808933265813,0.967919106673419,"concrete",0.36592
"oddity","oddity",0.0320937414203904,0.96790625857961,"concrete",0.69446
"cob","cob",0.032114944968471,0.967885055031529,"concrete",0.45483
"steward","steward",0.0321297188222218,0.967870281177778,"concrete",0.94855
"prophecy","prophecy",0.0322140473743758,0.967785952625624,"concrete",0.535
"craggy","craggy",0.0322717534139533,0.967728246586047,"concrete",0.95122
"ch","ch",0.0324477841517008,0.967552215848299,"concrete",0.13746
"joke","joke",0.0324955638791839,0.967504436120816,"concrete",0.5248
"pounds","pounds",0.0325221530605392,0.967477846939461,"concrete",0.72826
"sheds","sheds",0.0326040582816558,0.967395941718344,"concrete",0.39731
"verandah","verandah",0.0326549319320282,0.967345068067972,"concrete",0.0999
"mania","mania",0.0327565810143108,0.967243418985689,"concrete",0.5251
"chap","chap",0.0328604271181714,0.967139572881829,"concrete",0.86762
"pint","pint",0.0330089888118725,0.966991011188127,"concrete",0.09021
"sceptre","sceptre",0.0330382937188455,0.966961706281154,"concrete",0.83633
"downwards","downwards",0.0331568371718911,0.966843162828109,"concrete",0.25994
"sirs","sirs",0.033320836690054,0.966679163309946,"concrete",0.60624
"canvass","canvass",0.0334683736830533,0.966531626316947,"concrete",0.82833
"curdling","curdling",0.033654573413222,0.966345426586778,"concrete",0.37026
"vixen","vixen",0.0338057277156692,0.966194272284331,"concrete",0.3336
"drug","drug",0.0338169562960629,0.966183043703937,"concrete",0.1427
"drift","drift",0.0338532859207298,0.96614671407927,"concrete",0.63093
"attainment","attainment",0.0339212221810606,0.966078777818939,"concrete",0.40778
"block","block",0.0339701710732617,0.966029828926738,"concrete",0.04105
"cotton","cotton",0.0340771494895068,0.965922850510493,"concrete",0.80499
"tubes","tubes",0.0344658856220699,0.96553411437793,"concrete",0.05221
"infamy","infamy",0.0347115833739493,0.965288416626051,"concrete",0.67543
"clamor","clamor",0.0347174096810357,0.965282590318964,"concrete",0.01454
"pal","pal",0.0348182403558565,0.965181759644144,"concrete",0.13914
"reaction","reaction",0.034818875744328,0.965181124255672,"concrete",0.12623
"waistcoat","waistcoat",0.0348237086616696,0.96517629133833,"concrete",0.0683
"raiment","raiment",0.0349007608474163,0.965099239152584,"concrete",0.50008
"stamps","stamps",0.0349454523228104,0.96505454767719,"concrete",0.66671
"specie","specie",0.0349972505478101,0.96500274945219,"concrete",0.26098
"talons","talons",0.0351063444318747,0.964893655568125,"concrete",0.86032
"pistols","pistols",0.0352266644921545,0.964773335507845,"concrete",0.89536
"thirty","thirty",0.0354138042837542,0.964586195716246,"concrete",0.89897
"eddy","eddy",0.0355164741879297,0.96448352581207,"concrete",0.83392
"borne","borne",0.0357835488401601,0.96421645115984,"concrete",0.06312
"cadets","cadets",0.035879688155486,0.964120311844514,"concrete",0.66556
"scar","scar",0.0359694586254924,0.964030541374507,"concrete",0.74162
"expeditions","expeditions",0.0361005282352202,0.96389947176478,"concrete",0.63848
"sprung","sprung",0.0362008296299784,0.963799170370021,"concrete",0.58141
"herring","herring",0.0363272264480557,0.963672773551944,"concrete",0.31728
"hart","hart",0.0363737573376035,0.963626242662396,"concrete",0.33579
"fist","fist",0.036755564604637,0.963244435395363,"concrete",0.88976
"satchel","satchel",0.03685433967302,0.96314566032698,"concrete",0.4384
"dawned","dawned",0.0369199266792947,0.963080073320705,"concrete",0.79836
"minutes","minutes",0.0369437533877662,0.963056246612234,"concrete",0.35493
"clanking","clanking",0.036948996526054,0.963051003473946,"concrete",0.23397
"apples","apples",0.037069788238304,0.962930211761696,"concrete",0.73835
"cracker","cracker",0.037130399019836,0.962869600980164,"concrete",0.58876
"exactions","exactions",0.0371427727840052,0.962857227215995,"concrete",0.22838
"entity","entity",0.0371994766694141,0.962800523330586,"concrete",0.54433
"comb","comb",0.0372743615371056,0.962725638462894,"concrete",0.46149
"zigzag","zigzag",0.0373251550483648,0.962674844951635,"concrete",0.65909
"tinge","tinge",0.0374023054246954,0.962597694575305,"concrete",0.72614
"bowls","bowls",0.0375726039319416,0.962427396068058,"concrete",0.74198
"cooper","cooper",0.0376759150855512,0.962324084914449,"concrete",0.00869
"moth","moth",0.0377417951227152,0.962258204877285,"concrete",0.7512
"escort","escort",0.0379102589164358,0.962089741083564,"concrete",0.12788
"steeds","steeds",0.0381380218545797,0.96186197814542,"concrete",0.70359
"coats","coats",0.0381781612526589,0.961821838747341,"concrete",0.00965
"career","career",0.0382392253798567,0.961760774620143,"concrete",0.75056
"billows","billows",0.038392399046472,0.961607600953528,"concrete",0.44218
"eight","eight",0.0384598153902562,0.961540184609744,"concrete",0.9013
"turn","turn",0.0384953432256707,0.961504656774329,"concrete",0.69503
"nearness","nearness",0.0386018939547295,0.961398106045271,"concrete",0.59806
"brine","brine",0.0386744410746933,0.961325558925307,"concrete",0.62594
"winks","winks",0.0387072720396629,0.961292727960337,"concrete",0.14296
"quantity","quantity",0.0387807590679119,0.961219240932088,"concrete",0.59179
"streamers","streamers",0.0387861685158682,0.961213831484132,"concrete",0.55025
"mesh","mesh",0.0388705018005029,0.961129498199497,"concrete",0.66122
"capers","capers",0.0389516419926686,0.961048358007331,"concrete",0.31357
"pours","pours",0.0389896685243395,0.96101033147566,"concrete",0.84553
"moonshine","moonshine",0.0391117704164402,0.96088822958356,"concrete",0.26629
"caricature","caricature",0.0393045740393566,0.960695425960643,"concrete",0.49037
"sea","sea",0.0394952102255099,0.96050478977449,"concrete",0.94406
"play","play",0.0395036100461664,0.960496389953834,"concrete",0.67685
"fu","fu",0.0396584388927943,0.960341561107206,"concrete",0.60759
"westward","westward",0.0396712944867633,0.960328705513237,"concrete",0.49983
"centuries","centuries",0.0398680640694949,0.960131935930505,"concrete",0.79537
"steamers","steamers",0.0398780914076481,0.960121908592352,"concrete",0.58589
"swings","swings",0.0399141167662385,0.960085883233762,"concrete",0.06965
"darkening","darkening",0.0401922188094339,0.959807781190566,"concrete",0.20208
"inscription","inscription",0.0403396110526234,0.959660388947376,"concrete",0.10759
"miracles","miracles",0.0404124041922837,0.959587595807716,"concrete",0.5115
"miller","miller",0.0405138740950194,0.959486125904981,"concrete",0.03459
"id","id",0.0407585886586408,0.959241411341359,"concrete",0.81845
"tomahawk","tomahawk",0.0408197952360371,0.959180204763963,"concrete",0.10448
"gatherings","gatherings",0.0410586602493341,0.958941339750666,"concrete",0.99133
"journeys","journeys",0.0412402366145133,0.958759763385487,"concrete",0.72524
"nuts","nuts",0.0412827955811061,0.958717204418894,"concrete",0.07388
"wooden","wooden",0.041353257225779,0.958646742774221,"concrete",0.16444
"oak","oak",0.0413955856092277,0.958604414390772,"concrete",0.13288
"shoot","shoot",0.04139904453914,0.95860095546086,"concrete",0.29385
"darkness","darkness",0.0418337088222275,0.958166291177773,"concrete",0.56492
"displeasure","displeasure",0.0418590952082315,0.958140904791768,"concrete",0.19185
"curl","curl",0.0419202422738412,0.958079757726159,"concrete",0.27955
"vessels","vessels",0.0420025182363377,0.957997481763662,"concrete",0.87824
"rough","rough",0.0420376580130948,0.957962341986905,"concrete",0.61391
"fi","fi",0.0421032013350175,0.957896798664983,"concrete",0.4693
"tore","tore",0.0421182909103746,0.957881709089625,"concrete",0.5111
"bark","bark",0.0421465274586195,0.957853472541381,"concrete",0.38978
"earning","earning",0.0423128444449166,0.957687155555083,"concrete",0.27902
"bore","bore",0.0423276355769798,0.95767236442302,"concrete",0.17094
"chemist","chemist",0.042413592346407,0.957586407653593,"concrete",0.52471
"carriers","carriers",0.0424775540163086,0.957522445983691,"concrete",0.19723
"bags","bags",0.0426285147129852,0.957371485287015,"concrete",0.22854
"missive","missive",0.0427981758517447,0.957201824148255,"concrete",0.22987
"penetration","penetration",0.0428625569476987,0.957137443052301,"concrete",0.40482
"tackle","tackle",0.0429569106435069,0.957043089356493,"concrete",0.09547
"floors","floors",0.0429915228812411,0.957008477118759,"concrete",0.72782
"wedding","wedding",0.0431214268155472,0.956878573184453,"concrete",0.3103
"pale","pale",0.0431285251969036,0.956871474803096,"concrete",0.03492
"boar","boar",0.0432065768566511,0.956793423143349,"concrete",0.38323
"cheery","cheery",0.0433137598740903,0.95668624012591,"concrete",0.54192
"honey","honey",0.0433235053664569,0.956676494633543,"concrete",0.07913
"afar","afar",0.043347548151029,0.956652451848971,"concrete",0.16822
"lance","lance",0.0433861120398606,0.956613887960139,"concrete",0.11938
"sample","sample",0.0434186061582435,0.956581393841756,"concrete",0.05205
"mug","mug",0.0434322757532954,0.956567724246705,"concrete",0.77774
"spade","spade",0.0435853878431757,0.956414612156824,"concrete",0.2987
"wisp","wisp",0.0435960705752801,0.95640392942472,"concrete",0.70993
"shrine","shrine",0.0436340646985345,0.956365935301465,"concrete",0.5838
"splendour","splendour",0.0436360298378284,0.956363970162172,"concrete",0.68746
"partition","partition",0.0436505600157086,0.956349439984291,"concrete",0.34133
"hesitating","hesitating",0.0437360362056502,0.95626396379435,"concrete",0.3079
"lungs","lungs",0.0437910380723507,0.956208961927649,"concrete",0.95598
"profile","profile",0.0437995075870775,0.956200492412923,"concrete",0.87107
"rises","rises",0.0440521469668931,0.955947853033107,"concrete",0.618
"coals","coals",0.0440654372128695,0.955934562787131,"concrete",0.6297
"lets","lets",0.0441254326260932,0.955874567373907,"concrete",0.35424
"college","college",0.0442111228493586,0.955788877150641,"concrete",0.01406
"bet","bet",0.0443934158140802,0.95560658418592,"concrete",0.41753
"harshness","harshness",0.0444376320411227,0.955562367958877,"concrete",0.67239
"junior","junior",0.0446042880233494,0.955395711976651,"concrete",0.98682
"turnkey","turnkey",0.0446372522547913,0.955362747745209,"concrete",0.23419
"bun","bun",0.0446721826301812,0.955327817369819,"concrete",0.31416
"fro","fro",0.0447213947352304,0.95527860526477,"concrete",0.49149
"masses","masses",0.0448661531520262,0.955133846847974,"concrete",0.0246
